i, char value, unsigned char, short, unsigned short
50993,49,49,-14543,50993
50994,50,50,-14542,50994
50995,51,51,-14541,50995
50996,52,52,-14540,50996
50997,53,53,-14539,50997
50998,54,54,-14538,50998
50999,55,55,-14537,50999
51000,56,56,-14536,51000
51001,57,57,-14535,51001
51002,58,58,-14534,51002
51003,59,59,-14533,51003
51004,60,60,-14532,51004
51005,61,61,-14531,51005
51006,62,62,-14530,51006
51007,63,63,-14529,51007
51008,64,64,-14528,51008
51009,65,65,-14527,51009
51010,66,66,-14526,51010
51011,67,67,-14525,51011
51012,68,68,-14524,51012
51013,69,69,-14523,51013
51014,70,70,-14522,51014
51015,71,71,-14521,51015
51016,72,72,-14520,51016
51017,73,73,-14519,51017
51018,74,74,-14518,51018
51019,75,75,-14517,51019
51020,76,76,-14516,51020
51021,77,77,-14515,51021
51022,78,78,-14514,51022
51023,79,79,-14513,51023
51024,80,80,-14512,51024
51025,81,81,-14511,51025
51026,82,82,-14510,51026
51027,83,83,-14509,51027
51028,84,84,-14508,51028
51029,85,85,-14507,51029
51030,86,86,-14506,51030
51031,87,87,-14505,51031
51032,88,88,-14504,51032
51033,89,89,-14503,51033
51034,90,90,-14502,51034
51035,91,91,-14501,51035
51036,92,92,-14500,51036
51037,93,93,-14499,51037
51038,94,94,-14498,51038
51039,95,95,-14497,51039
51040,96,96,-14496,51040
51041,97,97,-14495,51041
51042,98,98,-14494,51042
51043,99,99,-14493,51043
51044,100,100,-14492,51044
51045,101,101,-14491,51045
51046,102,102,-14490,51046
51047,103,103,-14489,51047
51048,104,104,-14488,51048
51049,105,105,-14487,51049
51050,106,106,-14486,51050
51051,107,107,-14485,51051
51052,108,108,-14484,51052
51053,109,109,-14483,51053
51054,110,110,-14482,51054
51055,111,111,-14481,51055
51056,112,112,-14480,51056
51057,113,113,-14479,51057
51058,114,114,-14478,51058
51059,115,115,-14477,51059
51060,116,116,-14476,51060
51061,117,117,-14475,51061
51062,118,118,-14474,51062
51063,119,119,-14473,51063
51064,120,120,-14472,51064
51065,121,121,-14471,51065
51066,122,122,-14470,51066
51067,123,123,-14469,51067
51068,124,124,-14468,51068
51069,125,125,-14467,51069
51070,126,126,-14466,51070
51071,127,127,-14465,51071
51072,-128,128,-14464,51072
51073,-127,129,-14463,51073
51074,-126,130,-14462,51074
51075,-125,131,-14461,51075
51076,-124,132,-14460,51076
51077,-123,133,-14459,51077
51078,-122,134,-14458,51078
51079,-121,135,-14457,51079
51080,-120,136,-14456,51080
51081,-119,137,-14455,51081
51082,-118,138,-14454,51082
51083,-117,139,-14453,51083
51084,-116,140,-14452,51084
51085,-115,141,-14451,51085
51086,-114,142,-14450,51086
51087,-113,143,-14449,51087
51088,-112,144,-14448,51088
51089,-111,145,-14447,51089
51090,-110,146,-14446,51090
51091,-109,147,-14445,51091
51092,-108,148,-14444,51092
51093,-107,149,-14443,51093
51094,-106,150,-14442,51094
51095,-105,151,-14441,51095
51096,-104,152,-14440,51096
51097,-103,153,-14439,51097
51098,-102,154,-14438,51098
51099,-101,155,-14437,51099
51100,-100,156,-14436,51100
51101,-99,157,-14435,51101
51102,-98,158,-14434,51102
51103,-97,159,-14433,51103
51104,-96,160,-14432,51104
51105,-95,161,-14431,51105
51106,-94,162,-14430,51106
51107,-93,163,-14429,51107
51108,-92,164,-14428,51108
51109,-91,165,-14427,51109
51110,-90,166,-14426,51110
51111,-89,167,-14425,51111
51112,-88,168,-14424,51112
51113,-87,169,-14423,51113
51114,-86,170,-14422,51114
51115,-85,171,-14421,51115
51116,-84,172,-14420,51116
51117,-83,173,-14419,51117
51118,-82,174,-14418,51118
51119,-81,175,-14417,51119
51120,-80,176,-14416,51120
51121,-79,177,-14415,51121
51122,-78,178,-14414,51122
51123,-77,179,-14413,51123
51124,-76,180,-14412,51124
51125,-75,181,-14411,51125
51126,-74,182,-14410,51126
51127,-73,183,-14409,51127
51128,-72,184,-14408,51128
51129,-71,185,-14407,51129
51130,-70,186,-14406,51130
51131,-69,187,-14405,51131
51132,-68,188,-14404,51132
51133,-67,189,-14403,51133
51134,-66,190,-14402,51134
51135,-65,191,-14401,51135
51136,-64,192,-14400,51136
51137,-63,193,-14399,51137
51138,-62,194,-14398,51138
51139,-61,195,-14397,51139
51140,-60,196,-14396,51140
51141,-59,197,-14395,51141
51142,-58,198,-14394,51142
51143,-57,199,-14393,51143
51144,-56,200,-14392,51144
51145,-55,201,-14391,51145
51146,-54,202,-14390,51146
51147,-53,203,-14389,51147
51148,-52,204,-14388,51148
51149,-51,205,-14387,51149
51150,-50,206,-14386,51150
51151,-49,207,-14385,51151
51152,-48,208,-14384,51152
51153,-47,209,-14383,51153
51154,-46,210,-14382,51154
51155,-45,211,-14381,51155
51156,-44,212,-14380,51156
51157,-43,213,-14379,51157
51158,-42,214,-14378,51158
51159,-41,215,-14377,51159
51160,-40,216,-14376,51160
51161,-39,217,-14375,51161
51162,-38,218,-14374,51162
51163,-37,219,-14373,51163
51164,-36,220,-14372,51164
51165,-35,221,-14371,51165
51166,-34,222,-14370,51166
51167,-33,223,-14369,51167
51168,-32,224,-14368,51168
51169,-31,225,-14367,51169
51170,-30,226,-14366,51170
51171,-29,227,-14365,51171
51172,-28,228,-14364,51172
51173,-27,229,-14363,51173
51174,-26,230,-14362,51174
51175,-25,231,-14361,51175
51176,-24,232,-14360,51176
51177,-23,233,-14359,51177
51178,-22,234,-14358,51178
51179,-21,235,-14357,51179
51180,-20,236,-14356,51180
51181,-19,237,-14355,51181
51182,-18,238,-14354,51182
51183,-17,239,-14353,51183
51184,-16,240,-14352,51184
51185,-15,241,-14351,51185
51186,-14,242,-14350,51186
51187,-13,243,-14349,51187
51188,-12,244,-14348,51188
51189,-11,245,-14347,51189
51190,-10,246,-14346,51190
51191,-9,247,-14345,51191
51192,-8,248,-14344,51192
51193,-7,249,-14343,51193
51194,-6,250,-14342,51194
51195,-5,251,-14341,51195
51196,-4,252,-14340,51196
51197,-3,253,-14339,51197
51198,-2,254,-14338,51198
51199,-1,255,-14337,51199
51200,0,0,-14336,51200
51201,1,1,-14335,51201
51202,2,2,-14334,51202
51203,3,3,-14333,51203
51204,4,4,-14332,51204
51205,5,5,-14331,51205
51206,6,6,-14330,51206
51207,7,7,-14329,51207
51208,8,8,-14328,51208
51209,9,9,-14327,51209
51210,10,10,-14326,51210
51211,11,11,-14325,51211
51212,12,12,-14324,51212
51213,13,13,-14323,51213
51214,14,14,-14322,51214
51215,15,15,-14321,51215
51216,16,16,-14320,51216
51217,17,17,-14319,51217
51218,18,18,-14318,51218
51219,19,19,-14317,51219
51220,20,20,-14316,51220
51221,21,21,-14315,51221
51222,22,22,-14314,51222
51223,23,23,-14313,51223
51224,24,24,-14312,51224
51225,25,25,-14311,51225
51226,26,26,-14310,51226
51227,27,27,-14309,51227
51228,28,28,-14308,51228
51229,29,29,-14307,51229
51230,30,30,-14306,51230
51231,31,31,-14305,51231
51232,32,32,-14304,51232
51233,33,33,-14303,51233
51234,34,34,-14302,51234
51235,35,35,-14301,51235
51236,36,36,-14300,51236
51237,37,37,-14299,51237
51238,38,38,-14298,51238
51239,39,39,-14297,51239
51240,40,40,-14296,51240
51241,41,41,-14295,51241
51242,42,42,-14294,51242
51243,43,43,-14293,51243
51244,44,44,-14292,51244
51245,45,45,-14291,51245
51246,46,46,-14290,51246
51247,47,47,-14289,51247
51248,48,48,-14288,51248
51249,49,49,-14287,51249
51250,50,50,-14286,51250
51251,51,51,-14285,51251
51252,52,52,-14284,51252
51253,53,53,-14283,51253
51254,54,54,-14282,51254
51255,55,55,-14281,51255
51256,56,56,-14280,51256
51257,57,57,-14279,51257
51258,58,58,-14278,51258
51259,59,59,-14277,51259
51260,60,60,-14276,51260
51261,61,61,-14275,51261
51262,62,62,-14274,51262
51263,63,63,-14273,51263
51264,64,64,-14272,51264
51265,65,65,-14271,51265
51266,66,66,-14270,51266
51267,67,67,-14269,51267
51268,68,68,-14268,51268
51269,69,69,-14267,51269
51270,70,70,-14266,51270
51271,71,71,-14265,51271
51272,72,72,-14264,51272
51273,73,73,-14263,51273
51274,74,74,-14262,51274
51275,75,75,-14261,51275
51276,76,76,-14260,51276
51277,77,77,-14259,51277
51278,78,78,-14258,51278
51279,79,79,-14257,51279
51280,80,80,-14256,51280
51281,81,81,-14255,51281
51282,82,82,-14254,51282
51283,83,83,-14253,51283
51284,84,84,-14252,51284
51285,85,85,-14251,51285
51286,86,86,-14250,51286
51287,87,87,-14249,51287
51288,88,88,-14248,51288
51289,89,89,-14247,51289
51290,90,90,-14246,51290
51291,91,91,-14245,51291
51292,92,92,-14244,51292
51293,93,93,-14243,51293
51294,94,94,-14242,51294
51295,95,95,-14241,51295
51296,96,96,-14240,51296
51297,97,97,-14239,51297
51298,98,98,-14238,51298
51299,99,99,-14237,51299
51300,100,100,-14236,51300
51301,101,101,-14235,51301
51302,102,102,-14234,51302
51303,103,103,-14233,51303
51304,104,104,-14232,51304
51305,105,105,-14231,51305
51306,106,106,-14230,51306
51307,107,107,-14229,51307
51308,108,108,-14228,51308
51309,109,109,-14227,51309
51310,110,110,-14226,51310
51311,111,111,-14225,51311
51312,112,112,-14224,51312
51313,113,113,-14223,51313
51314,114,114,-14222,51314
51315,115,115,-14221,51315
51316,116,116,-14220,51316
51317,117,117,-14219,51317
51318,118,118,-14218,51318
51319,119,119,-14217,51319
51320,120,120,-14216,51320
51321,121,121,-14215,51321
51322,122,122,-14214,51322
51323,123,123,-14213,51323
51324,124,124,-14212,51324
51325,125,125,-14211,51325
51326,126,126,-14210,51326
51327,127,127,-14209,51327
51328,-128,128,-14208,51328
51329,-127,129,-14207,51329
51330,-126,130,-14206,51330
51331,-125,131,-14205,51331
51332,-124,132,-14204,51332
51333,-123,133,-14203,51333
51334,-122,134,-14202,51334
51335,-121,135,-14201,51335
51336,-120,136,-14200,51336
51337,-119,137,-14199,51337
51338,-118,138,-14198,51338
51339,-117,139,-14197,51339
51340,-116,140,-14196,51340
51341,-115,141,-14195,51341
51342,-114,142,-14194,51342
51343,-113,143,-14193,51343
51344,-112,144,-14192,51344
51345,-111,145,-14191,51345
51346,-110,146,-14190,51346
51347,-109,147,-14189,51347
51348,-108,148,-14188,51348
51349,-107,149,-14187,51349
51350,-106,150,-14186,51350
51351,-105,151,-14185,51351
51352,-104,152,-14184,51352
51353,-103,153,-14183,51353
51354,-102,154,-14182,51354
51355,-101,155,-14181,51355
51356,-100,156,-14180,51356
51357,-99,157,-14179,51357
51358,-98,158,-14178,51358
51359,-97,159,-14177,51359
51360,-96,160,-14176,51360
51361,-95,161,-14175,51361
51362,-94,162,-14174,51362
51363,-93,163,-14173,51363
51364,-92,164,-14172,51364
51365,-91,165,-14171,51365
51366,-90,166,-14170,51366
51367,-89,167,-14169,51367
51368,-88,168,-14168,51368
51369,-87,169,-14167,51369
51370,-86,170,-14166,51370
51371,-85,171,-14165,51371
51372,-84,172,-14164,51372
51373,-83,173,-14163,51373
51374,-82,174,-14162,51374
51375,-81,175,-14161,51375
51376,-80,176,-14160,51376
51377,-79,177,-14159,51377
51378,-78,178,-14158,51378
51379,-77,179,-14157,51379
51380,-76,180,-14156,51380
51381,-75,181,-14155,51381
51382,-74,182,-14154,51382
51383,-73,183,-14153,51383
51384,-72,184,-14152,51384
51385,-71,185,-14151,51385
51386,-70,186,-14150,51386
51387,-69,187,-14149,51387
51388,-68,188,-14148,51388
51389,-67,189,-14147,51389
51390,-66,190,-14146,51390
51391,-65,191,-14145,51391
51392,-64,192,-14144,51392
51393,-63,193,-14143,51393
51394,-62,194,-14142,51394
51395,-61,195,-14141,51395
51396,-60,196,-14140,51396
51397,-59,197,-14139,51397
51398,-58,198,-14138,51398
51399,-57,199,-14137,51399
51400,-56,200,-14136,51400
51401,-55,201,-14135,51401
51402,-54,202,-14134,51402
51403,-53,203,-14133,51403
51404,-52,204,-14132,51404
51405,-51,205,-14131,51405
51406,-50,206,-14130,51406
51407,-49,207,-14129,51407
51408,-48,208,-14128,51408
51409,-47,209,-14127,51409
51410,-46,210,-14126,51410
51411,-45,211,-14125,51411
51412,-44,212,-14124,51412
51413,-43,213,-14123,51413
51414,-42,214,-14122,51414
51415,-41,215,-14121,51415
51416,-40,216,-14120,51416
51417,-39,217,-14119,51417
51418,-38,218,-14118,51418
51419,-37,219,-14117,51419
51420,-36,220,-14116,51420
51421,-35,221,-14115,51421
51422,-34,222,-14114,51422
51423,-33,223,-14113,51423
51424,-32,224,-14112,51424
51425,-31,225,-14111,51425
51426,-30,226,-14110,51426
51427,-29,227,-14109,51427
51428,-28,228,-14108,51428
51429,-27,229,-14107,51429
51430,-26,230,-14106,51430
51431,-25,231,-14105,51431
51432,-24,232,-14104,51432
51433,-23,233,-14103,51433
51434,-22,234,-14102,51434
51435,-21,235,-14101,51435
51436,-20,236,-14100,51436
51437,-19,237,-14099,51437
51438,-18,238,-14098,51438
51439,-17,239,-14097,51439
51440,-16,240,-14096,51440
51441,-15,241,-14095,51441
51442,-14,242,-14094,51442
51443,-13,243,-14093,51443
51444,-12,244,-14092,51444
51445,-11,245,-14091,51445
51446,-10,246,-14090,51446
51447,-9,247,-14089,51447
51448,-8,248,-14088,51448
51449,-7,249,-14087,51449
51450,-6,250,-14086,51450
51451,-5,251,-14085,51451
51452,-4,252,-14084,51452
51453,-3,253,-14083,51453
51454,-2,254,-14082,51454
51455,-1,255,-14081,51455
51456,0,0,-14080,51456
51457,1,1,-14079,51457
51458,2,2,-14078,51458
51459,3,3,-14077,51459
51460,4,4,-14076,51460
51461,5,5,-14075,51461
51462,6,6,-14074,51462
51463,7,7,-14073,51463
51464,8,8,-14072,51464
51465,9,9,-14071,51465
51466,10,10,-14070,51466
51467,11,11,-14069,51467
51468,12,12,-14068,51468
51469,13,13,-14067,51469
51470,14,14,-14066,51470
51471,15,15,-14065,51471
51472,16,16,-14064,51472
51473,17,17,-14063,51473
51474,18,18,-14062,51474
51475,19,19,-14061,51475
51476,20,20,-14060,51476
51477,21,21,-14059,51477
51478,22,22,-14058,51478
51479,23,23,-14057,51479
51480,24,24,-14056,51480
51481,25,25,-14055,51481
51482,26,26,-14054,51482
51483,27,27,-14053,51483
51484,28,28,-14052,51484
51485,29,29,-14051,51485
51486,30,30,-14050,51486
51487,31,31,-14049,51487
51488,32,32,-14048,51488
51489,33,33,-14047,51489
51490,34,34,-14046,51490
51491,35,35,-14045,51491
51492,36,36,-14044,51492
51493,37,37,-14043,51493
51494,38,38,-14042,51494
51495,39,39,-14041,51495
51496,40,40,-14040,51496
51497,41,41,-14039,51497
51498,42,42,-14038,51498
51499,43,43,-14037,51499
51500,44,44,-14036,51500
51501,45,45,-14035,51501
51502,46,46,-14034,51502
51503,47,47,-14033,51503
51504,48,48,-14032,51504
51505,49,49,-14031,51505
51506,50,50,-14030,51506
51507,51,51,-14029,51507
51508,52,52,-14028,51508
51509,53,53,-14027,51509
51510,54,54,-14026,51510
51511,55,55,-14025,51511
51512,56,56,-14024,51512
51513,57,57,-14023,51513
51514,58,58,-14022,51514
51515,59,59,-14021,51515
51516,60,60,-14020,51516
51517,61,61,-14019,51517
51518,62,62,-14018,51518
51519,63,63,-14017,51519
51520,64,64,-14016,51520
51521,65,65,-14015,51521
51522,66,66,-14014,51522
51523,67,67,-14013,51523
51524,68,68,-14012,51524
51525,69,69,-14011,51525
51526,70,70,-14010,51526
51527,71,71,-14009,51527
51528,72,72,-14008,51528
51529,73,73,-14007,51529
51530,74,74,-14006,51530
51531,75,75,-14005,51531
51532,76,76,-14004,51532
51533,77,77,-14003,51533
51534,78,78,-14002,51534
51535,79,79,-14001,51535
51536,80,80,-14000,51536
51537,81,81,-13999,51537
51538,82,82,-13998,51538
51539,83,83,-13997,51539
51540,84,84,-13996,51540
51541,85,85,-13995,51541
51542,86,86,-13994,51542
51543,87,87,-13993,51543
51544,88,88,-13992,51544
51545,89,89,-13991,51545
51546,90,90,-13990,51546
51547,91,91,-13989,51547
51548,92,92,-13988,51548
51549,93,93,-13987,51549
51550,94,94,-13986,51550
51551,95,95,-13985,51551
51552,96,96,-13984,51552
51553,97,97,-13983,51553
51554,98,98,-13982,51554
51555,99,99,-13981,51555
51556,100,100,-13980,51556
51557,101,101,-13979,51557
51558,102,102,-13978,51558
51559,103,103,-13977,51559
51560,104,104,-13976,51560
51561,105,105,-13975,51561
51562,106,106,-13974,51562
51563,107,107,-13973,51563
51564,108,108,-13972,51564
51565,109,109,-13971,51565
51566,110,110,-13970,51566
51567,111,111,-13969,51567
51568,112,112,-13968,51568
51569,113,113,-13967,51569
51570,114,114,-13966,51570
51571,115,115,-13965,51571
51572,116,116,-13964,51572
51573,117,117,-13963,51573
51574,118,118,-13962,51574
51575,119,119,-13961,51575
51576,120,120,-13960,51576
51577,121,121,-13959,51577
51578,122,122,-13958,51578
51579,123,123,-13957,51579
51580,124,124,-13956,51580
51581,125,125,-13955,51581
51582,126,126,-13954,51582
51583,127,127,-13953,51583
51584,-128,128,-13952,51584
51585,-127,129,-13951,51585
51586,-126,130,-13950,51586
51587,-125,131,-13949,51587
51588,-124,132,-13948,51588
51589,-123,133,-13947,51589
51590,-122,134,-13946,51590
51591,-121,135,-13945,51591
51592,-120,136,-13944,51592
51593,-119,137,-13943,51593
51594,-118,138,-13942,51594
51595,-117,139,-13941,51595
51596,-116,140,-13940,51596
51597,-115,141,-13939,51597
51598,-114,142,-13938,51598
51599,-113,143,-13937,51599
51600,-112,144,-13936,51600
51601,-111,145,-13935,51601
51602,-110,146,-13934,51602
51603,-109,147,-13933,51603
51604,-108,148,-13932,51604
51605,-107,149,-13931,51605
51606,-106,150,-13930,51606
51607,-105,151,-13929,51607
51608,-104,152,-13928,51608
51609,-103,153,-13927,51609
51610,-102,154,-13926,51610
51611,-101,155,-13925,51611
51612,-100,156,-13924,51612
51613,-99,157,-13923,51613
51614,-98,158,-13922,51614
51615,-97,159,-13921,51615
51616,-96,160,-13920,51616
51617,-95,161,-13919,51617
51618,-94,162,-13918,51618
51619,-93,163,-13917,51619
51620,-92,164,-13916,51620
51621,-91,165,-13915,51621
51622,-90,166,-13914,51622
51623,-89,167,-13913,51623
51624,-88,168,-13912,51624
51625,-87,169,-13911,51625
51626,-86,170,-13910,51626
51627,-85,171,-13909,51627
51628,-84,172,-13908,51628
51629,-83,173,-13907,51629
51630,-82,174,-13906,51630
51631,-81,175,-13905,51631
51632,-80,176,-13904,51632
51633,-79,177,-13903,51633
51634,-78,178,-13902,51634
51635,-77,179,-13901,51635
51636,-76,180,-13900,51636
51637,-75,181,-13899,51637
51638,-74,182,-13898,51638
51639,-73,183,-13897,51639
51640,-72,184,-13896,51640
51641,-71,185,-13895,51641
51642,-70,186,-13894,51642
51643,-69,187,-13893,51643
51644,-68,188,-13892,51644
51645,-67,189,-13891,51645
51646,-66,190,-13890,51646
51647,-65,191,-13889,51647
51648,-64,192,-13888,51648
51649,-63,193,-13887,51649
51650,-62,194,-13886,51650
51651,-61,195,-13885,51651
51652,-60,196,-13884,51652
51653,-59,197,-13883,51653
51654,-58,198,-13882,51654
51655,-57,199,-13881,51655
51656,-56,200,-13880,51656
51657,-55,201,-13879,51657
51658,-54,202,-13878,51658
51659,-53,203,-13877,51659
51660,-52,204,-13876,51660
51661,-51,205,-13875,51661
51662,-50,206,-13874,51662
51663,-49,207,-13873,51663
51664,-48,208,-13872,51664
51665,-47,209,-13871,51665
51666,-46,210,-13870,51666
51667,-45,211,-13869,51667
51668,-44,212,-13868,51668
51669,-43,213,-13867,51669
51670,-42,214,-13866,51670
51671,-41,215,-13865,51671
51672,-40,216,-13864,51672
51673,-39,217,-13863,51673
51674,-38,218,-13862,51674
51675,-37,219,-13861,51675
51676,-36,220,-13860,51676
51677,-35,221,-13859,51677
51678,-34,222,-13858,51678
51679,-33,223,-13857,51679
51680,-32,224,-13856,51680
51681,-31,225,-13855,51681
51682,-30,226,-13854,51682
51683,-29,227,-13853,51683
51684,-28,228,-13852,51684
51685,-27,229,-13851,51685
51686,-26,230,-13850,51686
51687,-25,231,-13849,51687
51688,-24,232,-13848,51688
51689,-23,233,-13847,51689
51690,-22,234,-13846,51690
51691,-21,235,-13845,51691
51692,-20,236,-13844,51692
51693,-19,237,-13843,51693
51694,-18,238,-13842,51694
51695,-17,239,-13841,51695
51696,-16,240,-13840,51696
51697,-15,241,-13839,51697
51698,-14,242,-13838,51698
51699,-13,243,-13837,51699
51700,-12,244,-13836,51700
51701,-11,245,-13835,51701
51702,-10,246,-13834,51702
51703,-9,247,-13833,51703
51704,-8,248,-13832,51704
51705,-7,249,-13831,51705
51706,-6,250,-13830,51706
51707,-5,251,-13829,51707
51708,-4,252,-13828,51708
51709,-3,253,-13827,51709
51710,-2,254,-13826,51710
51711,-1,255,-13825,51711
51712,0,0,-13824,51712
51713,1,1,-13823,51713
51714,2,2,-13822,51714
51715,3,3,-13821,51715
51716,4,4,-13820,51716
51717,5,5,-13819,51717
51718,6,6,-13818,51718
51719,7,7,-13817,51719
51720,8,8,-13816,51720
51721,9,9,-13815,51721
51722,10,10,-13814,51722
51723,11,11,-13813,51723
51724,12,12,-13812,51724
51725,13,13,-13811,51725
51726,14,14,-13810,51726
51727,15,15,-13809,51727
51728,16,16,-13808,51728
51729,17,17,-13807,51729
51730,18,18,-13806,51730
51731,19,19,-13805,51731
51732,20,20,-13804,51732
51733,21,21,-13803,51733
51734,22,22,-13802,51734
51735,23,23,-13801,51735
51736,24,24,-13800,51736
51737,25,25,-13799,51737
51738,26,26,-13798,51738
51739,27,27,-13797,51739
51740,28,28,-13796,51740
51741,29,29,-13795,51741
51742,30,30,-13794,51742
51743,31,31,-13793,51743
51744,32,32,-13792,51744
51745,33,33,-13791,51745
51746,34,34,-13790,51746
51747,35,35,-13789,51747
51748,36,36,-13788,51748
51749,37,37,-13787,51749
51750,38,38,-13786,51750
51751,39,39,-13785,51751
51752,40,40,-13784,51752
51753,41,41,-13783,51753
51754,42,42,-13782,51754
51755,43,43,-13781,51755
51756,44,44,-13780,51756
51757,45,45,-13779,51757
51758,46,46,-13778,51758
51759,47,47,-13777,51759
51760,48,48,-13776,51760
51761,49,49,-13775,51761
51762,50,50,-13774,51762
51763,51,51,-13773,51763
51764,52,52,-13772,51764
51765,53,53,-13771,51765
51766,54,54,-13770,51766
51767,55,55,-13769,51767
51768,56,56,-13768,51768
51769,57,57,-13767,51769
51770,58,58,-13766,51770
51771,59,59,-13765,51771
51772,60,60,-13764,51772
51773,61,61,-13763,51773
51774,62,62,-13762,51774
51775,63,63,-13761,51775
51776,64,64,-13760,51776
51777,65,65,-13759,51777
51778,66,66,-13758,51778
51779,67,67,-13757,51779
51780,68,68,-13756,51780
51781,69,69,-13755,51781
51782,70,70,-13754,51782
51783,71,71,-13753,51783
51784,72,72,-13752,51784
51785,73,73,-13751,51785
51786,74,74,-13750,51786
51787,75,75,-13749,51787
51788,76,76,-13748,51788
51789,77,77,-13747,51789
51790,78,78,-13746,51790
51791,79,79,-13745,51791
51792,80,80,-13744,51792
51793,81,81,-13743,51793
51794,82,82,-13742,51794
51795,83,83,-13741,51795
51796,84,84,-13740,51796
51797,85,85,-13739,51797
51798,86,86,-13738,51798
51799,87,87,-13737,51799
51800,88,88,-13736,51800
51801,89,89,-13735,51801
51802,90,90,-13734,51802
51803,91,91,-13733,51803
51804,92,92,-13732,51804
51805,93,93,-13731,51805
51806,94,94,-13730,51806
51807,95,95,-13729,51807
51808,96,96,-13728,51808
51809,97,97,-13727,51809
51810,98,98,-13726,51810
51811,99,99,-13725,51811
51812,100,100,-13724,51812
51813,101,101,-13723,51813
51814,102,102,-13722,51814
51815,103,103,-13721,51815
51816,104,104,-13720,51816
51817,105,105,-13719,51817
51818,106,106,-13718,51818
51819,107,107,-13717,51819
51820,108,108,-13716,51820
51821,109,109,-13715,51821
51822,110,110,-13714,51822
51823,111,111,-13713,51823
51824,112,112,-13712,51824
51825,113,113,-13711,51825
51826,114,114,-13710,51826
51827,115,115,-13709,51827
51828,116,116,-13708,51828
51829,117,117,-13707,51829
51830,118,118,-13706,51830
51831,119,119,-13705,51831
51832,120,120,-13704,51832
51833,121,121,-13703,51833
51834,122,122,-13702,51834
51835,123,123,-13701,51835
51836,124,124,-13700,51836
51837,125,125,-13699,51837
51838,126,126,-13698,51838
51839,127,127,-13697,51839
51840,-128,128,-13696,51840
51841,-127,129,-13695,51841
51842,-126,130,-13694,51842
51843,-125,131,-13693,51843
51844,-124,132,-13692,51844
51845,-123,133,-13691,51845
51846,-122,134,-13690,51846
51847,-121,135,-13689,51847
51848,-120,136,-13688,51848
51849,-119,137,-13687,51849
51850,-118,138,-13686,51850
51851,-117,139,-13685,51851
51852,-116,140,-13684,51852
51853,-115,141,-13683,51853
51854,-114,142,-13682,51854
51855,-113,143,-13681,51855
51856,-112,144,-13680,51856
51857,-111,145,-13679,51857
51858,-110,146,-13678,51858
51859,-109,147,-13677,51859
51860,-108,148,-13676,51860
51861,-107,149,-13675,51861
51862,-106,150,-13674,51862
51863,-105,151,-13673,51863
51864,-104,152,-13672,51864
51865,-103,153,-13671,51865
51866,-102,154,-13670,51866
51867,-101,155,-13669,51867
51868,-100,156,-13668,51868
51869,-99,157,-13667,51869
51870,-98,158,-13666,51870
51871,-97,159,-13665,51871
51872,-96,160,-13664,51872
51873,-95,161,-13663,51873
51874,-94,162,-13662,51874
51875,-93,163,-13661,51875
51876,-92,164,-13660,51876
51877,-91,165,-13659,51877
51878,-90,166,-13658,51878
51879,-89,167,-13657,51879
51880,-88,168,-13656,51880
51881,-87,169,-13655,51881
51882,-86,170,-13654,51882
51883,-85,171,-13653,51883
51884,-84,172,-13652,51884
51885,-83,173,-13651,51885
51886,-82,174,-13650,51886
51887,-81,175,-13649,51887
51888,-80,176,-13648,51888
51889,-79,177,-13647,51889
51890,-78,178,-13646,51890
51891,-77,179,-13645,51891
51892,-76,180,-13644,51892
51893,-75,181,-13643,51893
51894,-74,182,-13642,51894
51895,-73,183,-13641,51895
51896,-72,184,-13640,51896
51897,-71,185,-13639,51897
51898,-70,186,-13638,51898
51899,-69,187,-13637,51899
51900,-68,188,-13636,51900
51901,-67,189,-13635,51901
51902,-66,190,-13634,51902
51903,-65,191,-13633,51903
51904,-64,192,-13632,51904
51905,-63,193,-13631,51905
51906,-62,194,-13630,51906
51907,-61,195,-13629,51907
51908,-60,196,-13628,51908
51909,-59,197,-13627,51909
51910,-58,198,-13626,51910
51911,-57,199,-13625,51911
51912,-56,200,-13624,51912
51913,-55,201,-13623,51913
51914,-54,202,-13622,51914
51915,-53,203,-13621,51915
51916,-52,204,-13620,51916
51917,-51,205,-13619,51917
51918,-50,206,-13618,51918
51919,-49,207,-13617,51919
51920,-48,208,-13616,51920
51921,-47,209,-13615,51921
51922,-46,210,-13614,51922
51923,-45,211,-13613,51923
51924,-44,212,-13612,51924
51925,-43,213,-13611,51925
51926,-42,214,-13610,51926
51927,-41,215,-13609,51927
51928,-40,216,-13608,51928
51929,-39,217,-13607,51929
51930,-38,218,-13606,51930
51931,-37,219,-13605,51931
51932,-36,220,-13604,51932
51933,-35,221,-13603,51933
51934,-34,222,-13602,51934
51935,-33,223,-13601,51935
51936,-32,224,-13600,51936
51937,-31,225,-13599,51937
51938,-30,226,-13598,51938
51939,-29,227,-13597,51939
51940,-28,228,-13596,51940
51941,-27,229,-13595,51941
51942,-26,230,-13594,51942
51943,-25,231,-13593,51943
51944,-24,232,-13592,51944
51945,-23,233,-13591,51945
51946,-22,234,-13590,51946
51947,-21,235,-13589,51947
51948,-20,236,-13588,51948
51949,-19,237,-13587,51949
51950,-18,238,-13586,51950
51951,-17,239,-13585,51951
51952,-16,240,-13584,51952
51953,-15,241,-13583,51953
51954,-14,242,-13582,51954
